Order_ID,Customer_ID,Platform,Order_date_&_time,Delivery_Time(Minutes),Product_Category,Order_Value(INR),Customer_Feedback,Service_Rating,Delivery_Delay,Refund_Requested
ORD019981,CUST4354,Blinkit,2025-03-10 10:29:30,21.0,Fruits & Vegetables,277.0,Items missing from order.,2.0,No,Yes
ORD019983,CUST4654,Blinkit,2025-03-10 05:29:30,42.0,Beverages,931.0,Excellent experience!,5.0,Yes,No
ORD019984,CUST9819,Blinkit,2025-03-10 02:29:30,31.0,Beverages,755.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD019985,CUST1662,Swiggy Instamart,2025-03-10 04:29:30,33.0,Snacks,124.0,Excellent experience!,5.0,No,No
ORD019993,CUST3896,Swiggy Instamart,2025-03-10 13:29:30,32.0,Personal Care,1628.0,"Fast delivery, great service!",5.0,No,No
ORD019996,CUST3832,Blinkit,2025-03-10 09:29:30,56.0,Fruits & Vegetables,573.0,Good quality products.,4.0,Yes,No
ORD019997,CUST2249,JioMart,2025-03-10 22:29:30,21.0,Fruits & Vegetables,117.0,Wrong item delivered.,1.0,No,Yes
ORD020000,CUST9378,Blinkit,2025-03-10 20:29:30,22.0,Personal Care,1029.0,Packaging could be better.,3.0,No,No
ORD020004,CUST3517,Swiggy Instamart,2025-03-10 16:29:30,26.0,Snacks,366.0,"Easy to order, loved it!",5.0,No,No
ORD020005,CUST8134,JioMart,2025-03-10 19:29:30,33.0,Dairy,149.0,Excellent experience!,5.0,No,No
ORD020012,CUST1138,Blinkit,2025-03-10 13:29:30,24.0,Snacks,500.0,Very satisfied with the service.,5.0,No,No
ORD020016,CUST6352,Blinkit,2025-03-10 10:29:30,26.0,Personal Care,1461.0,"Fast delivery, great service!",5.0,No,No
ORD020017,CUST5294,Blinkit,2025-03-10 21:29:30,49.0,Dairy,101.0,Packaging could be better.,3.0,Yes,No
ORD020025,CUST1697,Swiggy Instamart,2025-03-10 14:29:30,23.0,Dairy,547.0,Packaging could be better.,3.0,No,No
ORD020028,CUST9232,JioMart,2025-03-10 15:29:30,24.0,Beverages,556.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020029,CUST9156,Blinkit,2025-03-10 02:29:30,39.0,Beverages,685.0,Wrong item delivered.,1.0,No,Yes
ORD020031,CUST9592,Blinkit,2025-03-10 08:29:30,29.0,Dairy,683.0,Good quality products.,4.0,No,No
ORD020034,CUST6139,JioMart,2025-03-10 21:29:30,33.0,Personal Care,657.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020035,CUST9532,Blinkit,2025-03-10 05:29:30,42.0,Beverages,379.0,Packaging could be better.,3.0,Yes,No
ORD020038,CUST7581,Blinkit,2025-03-10 04:29:30,24.0,Beverages,285.0,Very satisfied with the service.,5.0,No,No
ORD020040,CUST7542,Swiggy Instamart,2025-03-10 02:29:30,38.0,Grocery,873.0,Quick and reliable!,5.0,No,No
ORD020042,CUST2945,Swiggy Instamart,2025-03-10 16:29:30,23.0,Fruits & Vegetables,418.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020045,CUST4566,JioMart,2025-03-10 04:29:30,33.0,Grocery,1075.0,Excellent experience!,5.0,No,No
ORD020047,CUST3953,Blinkit,2025-03-10 11:29:30,48.0,Snacks,415.0,"Horrible experience, never ordering again.",1.0,Yes,Yes
ORD020048,CUST2831,JioMart,2025-03-10 05:29:30,35.0,Dairy,296.0,"Easy to order, loved it!",5.0,No,No
ORD020049,CUST3308,JioMart,2025-03-10 19:29:30,37.0,Personal Care,1180.0,Wrong item delivered.,1.0,No,Yes
ORD020052,CUST3933,Blinkit,2025-03-10 13:29:30,26.0,Snacks,210.0,Wrong item delivered.,1.0,No,Yes
ORD020053,CUST2230,JioMart,2025-03-10 12:29:30,34.0,Personal Care,529.0,Good quality products.,4.0,No,No
ORD020060,CUST5658,Blinkit,2025-03-10 04:29:30,16.0,Fruits & Vegetables,337.0,Items missing from order.,2.0,No,Yes
ORD020061,CUST3672,Swiggy Instamart,2025-03-10 13:29:30,33.0,Beverages,774.0,"Easy to order, loved it!",5.0,No,No
ORD020063,CUST9714,Blinkit,2025-03-10 18:29:30,19.0,Fruits & Vegetables,700.0,"Easy to order, loved it!",5.0,No,No
ORD020066,CUST5610,Swiggy Instamart,2025-03-10 07:29:30,31.0,Fruits & Vegetables,154.0,Items missing from order.,2.0,No,Yes
ORD020073,CUST3513,Blinkit,2025-03-10 06:29:30,14.0,Snacks,63.0,Good quality products.,4.0,No,No
ORD020074,CUST7656,Swiggy Instamart,2025-03-10 16:29:30,34.0,Personal Care,214.0,Wrong item delivered.,1.0,No,Yes
ORD020076,CUST9631,Swiggy Instamart,2025-03-10 10:29:30,31.0,Snacks,222.0,Items missing from order.,2.0,No,Yes
ORD020077,CUST2581,JioMart,2025-03-10 11:29:30,30.0,Dairy,512.0,Very satisfied with the service.,5.0,No,No
ORD020078,CUST3635,Blinkit,2025-03-10 08:29:30,32.0,Dairy,748.0,"Fast delivery, great service!",5.0,No,No
ORD020079,CUST9416,Blinkit,2025-03-10 00:29:30,47.0,Fruits & Vegetables,415.0,Packaging could be better.,3.0,Yes,No
ORD020080,CUST4263,JioMart,2025-03-10 03:29:30,39.0,Snacks,145.0,Wrong item delivered.,1.0,No,Yes
ORD020084,CUST4593,JioMart,2025-03-10 02:29:30,18.0,Dairy,688.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020088,CUST1343,Swiggy Instamart,2025-03-10 06:29:30,19.0,Dairy,342.0,Packaging could be better.,3.0,No,No
ORD020090,CUST1034,Swiggy Instamart,2025-03-10 17:29:30,45.0,Personal Care,1896.0,Quick and reliable!,5.0,Yes,No
ORD020091,CUST2022,Swiggy Instamart,2025-03-10 13:29:30,10.0,Beverages,560.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020095,CUST3642,Blinkit,2025-03-10 09:29:30,30.0,Fruits & Vegetables,223.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020100,CUST7488,Swiggy Instamart,2025-03-10 07:29:30,40.0,Personal Care,809.0,"Easy to order, loved it!",5.0,No,No
ORD020105,CUST1760,Blinkit,2025-03-10 16:29:30,30.0,Dairy,391.0,Very satisfied with the service.,5.0,No,No
ORD020107,CUST3940,JioMart,2025-03-10 01:29:30,65.0,Snacks,450.0,Good quality products.,4.0,Yes,No
ORD020110,CUST9674,Blinkit,2025-03-10 08:29:30,45.0,Grocery,1006.0,"Not fresh, disappointed.",2.0,Yes,Yes
ORD020111,CUST4849,Swiggy Instamart,2025-03-10 22:29:30,50.0,Personal Care,897.0,"Horrible experience, never ordering again.",1.0,Yes,Yes
ORD020112,CUST1031,JioMart,2025-03-10 07:29:30,24.0,Grocery,1186.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020113,CUST6820,Blinkit,2025-03-10 16:29:30,23.0,Beverages,231.0,Good quality products.,4.0,No,No
ORD020114,CUST3651,Swiggy Instamart,2025-03-10 16:29:30,48.0,Beverages,825.0,"Very late delivery, not happy.",2.0,Yes,Yes
ORD020115,CUST7847,JioMart,2025-03-10 13:29:30,19.0,Grocery,1484.0,"Fast delivery, great service!",5.0,No,No
ORD020119,CUST8390,Blinkit,2025-03-10 23:29:30,37.0,Personal Care,813.0,Items missing from order.,2.0,No,Yes
ORD020121,CUST9748,Blinkit,2025-03-10 15:29:30,33.0,Dairy,474.0,Items missing from order.,2.0,No,Yes
ORD020126,CUST4998,Swiggy Instamart,2025-03-10 05:29:30,23.0,Beverages,272.0,Quick and reliable!,5.0,No,No
ORD020127,CUST4721,JioMart,2025-03-10 12:29:30,22.0,Personal Care,421.0,Packaging could be better.,3.0,No,No
ORD020131,CUST7313,Swiggy Instamart,2025-03-10 17:29:30,38.0,Fruits & Vegetables,490.0,"Very late delivery, not happy.",2.0,No,Yes
ORD020138,CUST6508,Swiggy Instamart,2025-03-10 00:29:30,29.0,Beverages,841.0,Items missing from order.,2.0,No,Yes
ORD020142,CUST3900,JioMart,2025-03-10 22:29:30,15.0,Fruits & Vegetables,165.0,Wrong item delivered.,1.0,No,Yes
ORD020143,CUST7515,Blinkit,2025-03-10 02:29:30,21.0,Grocery,747.0,Packaging could be better.,3.0,No,No
ORD020146,CUST5060,JioMart,2025-03-10 11:29:30,5.0,Beverages,659.0,Packaging could be better.,3.0,No,No
ORD020151,CUST2218,Swiggy Instamart,2025-03-10 18:29:30,25.0,Dairy,772.0,Wrong item delivered.,1.0,No,Yes
ORD020152,CUST4110,JioMart,2025-03-10 07:29:30,32.0,Dairy,252.0,Quick and reliable!,5.0,No,No
ORD020159,CUST2624,Swiggy Instamart,2025-03-10 18:29:30,29.0,Snacks,271.0,Packaging could be better.,3.0,No,No
ORD020161,CUST9324,JioMart,2025-03-10 15:29:30,22.0,Dairy,433.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020165,CUST8554,Swiggy Instamart,2025-03-10 00:29:30,25.0,Beverages,855.0,Delivery person was rude.,2.0,No,Yes
ORD020166,CUST2037,Blinkit,2025-03-10 04:29:30,34.0,Dairy,410.0,Packaging could be better.,3.0,No,No
ORD020168,CUST8813,Blinkit,2025-03-10 12:29:30,34.0,Snacks,155.0,Good quality products.,4.0,No,No
ORD020170,CUST1324,Blinkit,2025-03-10 23:29:30,43.0,Fruits & Vegetables,306.0,Wrong item delivered.,1.0,Yes,Yes
ORD020173,CUST9077,Blinkit,2025-03-10 23:29:30,24.0,Beverages,394.0,Quick and reliable!,5.0,No,No
ORD020174,CUST7318,Blinkit,2025-03-10 20:29:30,32.0,Snacks,454.0,Delivery person was rude.,2.0,No,Yes
ORD020179,CUST3736,Swiggy Instamart,2025-03-10 06:29:30,24.0,Fruits & Vegetables,184.0,Items missing from order.,2.0,No,Yes
ORD020181,CUST9818,Blinkit,2025-03-10 16:29:30,22.0,Grocery,1347.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020183,CUST2645,Swiggy Instamart,2025-03-10 15:29:30,31.0,Beverages,946.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020184,CUST5364,Swiggy Instamart,2025-03-10 20:29:30,14.0,Dairy,652.0,Very satisfied with the service.,5.0,No,No
ORD020189,CUST8284,Swiggy Instamart,2025-03-10 10:29:30,36.0,Personal Care,470.0,Delivery person was rude.,2.0,No,Yes
ORD020194,CUST2813,JioMart,2025-03-10 01:29:30,14.0,Personal Care,1993.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020201,CUST6733,Blinkit,2025-03-10 01:29:30,38.0,Snacks,103.0,Items missing from order.,2.0,No,Yes
ORD020203,CUST3919,Swiggy Instamart,2025-03-10 12:29:30,34.0,Snacks,84.0,Excellent experience!,5.0,No,No
ORD020205,CUST3468,Swiggy Instamart,2025-03-10 09:29:30,27.0,Fruits & Vegetables,657.0,Wrong item delivered.,1.0,No,Yes
ORD020207,CUST7174,JioMart,2025-03-10 21:29:30,35.0,Snacks,277.0,Quick and reliable!,5.0,No,No
ORD020208,CUST7039,Blinkit,2025-03-10 18:29:30,35.0,Personal Care,640.0,Items missing from order.,2.0,No,Yes
ORD020209,CUST7541,JioMart,2025-03-10 13:29:30,27.0,Grocery,1319.0,"Very late delivery, not happy.",2.0,No,Yes
ORD020210,CUST9746,JioMart,2025-03-10 16:29:30,23.0,Grocery,430.0,Very satisfied with the service.,5.0,No,No
ORD020211,CUST7299,Blinkit,2025-03-10 22:29:30,22.0,Personal Care,271.0,Good quality products.,4.0,No,No
ORD020212,CUST3798,Swiggy Instamart,2025-03-10 11:29:30,26.0,Snacks,458.0,"Fast delivery, great service!",5.0,No,No
ORD020216,CUST6303,Blinkit,2025-03-10 15:29:30,43.0,Grocery,281.0,"Not fresh, disappointed.",2.0,Yes,Yes
ORD020217,CUST8343,JioMart,2025-03-10 22:29:30,28.0,Dairy,647.0,"Very late delivery, not happy.",2.0,No,Yes
ORD020218,CUST4344,Blinkit,2025-03-10 04:29:30,45.0,Beverages,259.0,Wrong item delivered.,1.0,Yes,Yes
ORD020219,CUST6047,Swiggy Instamart,2025-03-10 18:29:30,35.0,Snacks,204.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020224,CUST4662,JioMart,2025-03-10 11:29:30,44.0,Beverages,101.0,"Very late delivery, not happy.",2.0,Yes,Yes
ORD020227,CUST1147,Blinkit,2025-03-10 01:29:30,28.0,Dairy,474.0,Quick and reliable!,5.0,No,No
ORD020229,CUST5880,Swiggy Instamart,2025-03-10 11:29:30,5.0,Personal Care,1377.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020232,CUST8291,Blinkit,2025-03-10 13:29:30,35.0,Snacks,456.0,Good quality products.,4.0,No,No
ORD020234,CUST8785,Swiggy Instamart,2025-03-10 06:29:30,35.0,Grocery,1031.0,"Very late delivery, not happy.",2.0,No,Yes
ORD020235,CUST3338,Swiggy Instamart,2025-03-10 19:29:30,19.0,Beverages,935.0,Items missing from order.,2.0,No,Yes
ORD020239,CUST2031,JioMart,2025-03-10 22:29:30,24.0,Fruits & Vegetables,196.0,Good quality products.,4.0,No,No
ORD020242,CUST8936,Swiggy Instamart,2025-03-10 00:29:30,29.0,Beverages,850.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020245,CUST8492,Blinkit,2025-03-10 20:29:30,45.0,Snacks,381.0,"Very late delivery, not happy.",2.0,Yes,Yes
ORD020246,CUST6029,Swiggy Instamart,2025-03-10 09:29:30,31.0,Fruits & Vegetables,108.0,"Fast delivery, great service!",5.0,No,No
ORD020249,CUST6766,Swiggy Instamart,2025-03-10 13:29:30,27.0,Personal Care,1282.0,"Fast delivery, great service!",5.0,No,No
ORD020251,CUST7645,Swiggy Instamart,2025-03-10 13:29:30,17.0,Snacks,336.0,Quick and reliable!,5.0,No,No
ORD020259,CUST7733,Blinkit,2025-03-10 22:29:30,36.0,Snacks,178.0,"Fast delivery, great service!",5.0,No,No
ORD020263,CUST8509,Blinkit,2025-03-10 14:29:30,26.0,Personal Care,1036.0,Wrong item delivered.,1.0,No,Yes
ORD020268,CUST9788,JioMart,2025-03-10 03:29:30,39.0,Snacks,436.0,Quick and reliable!,5.0,No,No
ORD020270,CUST2750,Swiggy Instamart,2025-03-10 19:29:30,39.0,Personal Care,1033.0,"Easy to order, loved it!",5.0,No,No
ORD020272,CUST5799,Blinkit,2025-03-10 08:29:30,44.0,Dairy,285.0,Good quality products.,4.0,Yes,No
ORD020273,CUST9744,JioMart,2025-03-10 12:29:30,16.0,Snacks,214.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020274,CUST1458,Swiggy Instamart,2025-03-10 15:29:30,17.0,Grocery,838.0,Quick and reliable!,5.0,No,No
ORD020275,CUST5345,Swiggy Instamart,2025-03-10 00:29:30,27.0,Grocery,1392.0,"Very late delivery, not happy.",2.0,No,Yes
ORD020277,CUST6177,Swiggy Instamart,2025-03-10 14:29:30,17.0,Grocery,1007.0,Very satisfied with the service.,5.0,No,No
ORD020279,CUST3730,Swiggy Instamart,2025-03-10 07:29:30,23.0,Beverages,933.0,"Easy to order, loved it!",5.0,No,No
ORD020283,CUST6352,Swiggy Instamart,2025-03-10 07:29:30,43.0,Fruits & Vegetables,378.0,"Not fresh, disappointed.",2.0,Yes,Yes
ORD020285,CUST2937,JioMart,2025-03-10 13:29:30,32.0,Beverages,366.0,"Fast delivery, great service!",5.0,No,No
ORD020287,CUST3687,Blinkit,2025-03-10 16:29:30,51.0,Snacks,484.0,Delivery person was rude.,2.0,Yes,Yes
ORD020288,CUST7528,Blinkit,2025-03-10 22:29:30,33.0,Dairy,648.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020290,CUST8515,Swiggy Instamart,2025-03-10 12:29:30,35.0,Beverages,827.0,"Fast delivery, great service!",5.0,No,No
ORD020294,CUST5749,Swiggy Instamart,2025-03-10 13:29:30,22.0,Snacks,144.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020296,CUST1296,Blinkit,2025-03-10 23:29:30,25.0,Beverages,602.0,"Easy to order, loved it!",5.0,No,No
ORD020297,CUST9918,Swiggy Instamart,2025-03-10 14:29:30,20.0,Beverages,987.0,Items missing from order.,2.0,No,Yes
ORD020298,CUST3935,JioMart,2025-03-10 14:29:30,28.0,Personal Care,1599.0,Very satisfied with the service.,5.0,No,No
ORD020300,CUST9759,Swiggy Instamart,2025-03-10 00:29:30,12.0,Fruits & Vegetables,553.0,Packaging could be better.,3.0,No,No
ORD020302,CUST6874,Swiggy Instamart,2025-03-10 04:29:30,35.0,Snacks,180.0,"Easy to order, loved it!",5.0,No,No
ORD020303,CUST9521,Blinkit,2025-03-10 16:29:30,25.0,Personal Care,667.0,Packaging could be better.,3.0,No,No
ORD020304,CUST2710,Blinkit,2025-03-10 01:29:30,24.0,Personal Care,1586.0,Very satisfied with the service.,5.0,No,No
ORD020309,CUST1674,JioMart,2025-03-10 02:29:30,32.0,Beverages,132.0,"Very late delivery, not happy.",2.0,No,Yes
ORD020310,CUST6404,Swiggy Instamart,2025-03-10 19:29:30,10.0,Grocery,1229.0,Excellent experience!,5.0,No,No
ORD020312,CUST5999,Blinkit,2025-03-10 16:29:30,15.0,Snacks,190.0,Items missing from order.,2.0,No,Yes
ORD020316,CUST5291,Blinkit,2025-03-10 10:29:30,24.0,Fruits & Vegetables,115.0,Items missing from order.,2.0,No,Yes
ORD020317,CUST2736,JioMart,2025-03-10 18:29:30,36.0,Grocery,1457.0,Packaging could be better.,3.0,No,No
ORD020318,CUST6695,Swiggy Instamart,2025-03-10 06:29:30,40.0,Personal Care,997.0,Excellent experience!,5.0,No,No
ORD020319,CUST7815,Blinkit,2025-03-10 23:29:30,27.0,Dairy,399.0,Delivery person was rude.,2.0,No,Yes
ORD020323,CUST8324,JioMart,2025-03-10 10:29:30,35.0,Snacks,456.0,Wrong item delivered.,1.0,No,Yes
ORD020324,CUST7071,Blinkit,2025-03-10 16:29:30,17.0,Dairy,218.0,Items missing from order.,2.0,No,Yes
ORD020326,CUST1774,JioMart,2025-03-10 23:29:30,23.0,Fruits & Vegetables,543.0,"Easy to order, loved it!",5.0,No,No
ORD020330,CUST6651,Swiggy Instamart,2025-03-10 17:29:30,31.0,Grocery,926.0,"Fast delivery, great service!",5.0,No,No
ORD020340,CUST2590,JioMart,2025-03-10 09:29:30,17.0,Snacks,216.0,Quick and reliable!,5.0,No,No
ORD020350,CUST8861,JioMart,2025-03-10 18:29:30,26.0,Grocery,1397.0,Excellent experience!,5.0,No,No
ORD020352,CUST2938,Blinkit,2025-03-10 18:29:30,16.0,Beverages,464.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020359,CUST2851,Blinkit,2025-03-10 17:29:30,33.0,Fruits & Vegetables,533.0,Items missing from order.,2.0,No,Yes
ORD020360,CUST4343,Blinkit,2025-03-10 16:29:30,54.0,Personal Care,1209.0,Quick and reliable!,5.0,Yes,No
ORD020365,CUST4783,JioMart,2025-03-10 06:29:30,36.0,Grocery,1250.0,"Easy to order, loved it!",5.0,No,No
ORD020367,CUST5843,JioMart,2025-03-10 11:29:30,33.0,Personal Care,790.0,"Easy to order, loved it!",5.0,No,No
ORD020368,CUST5964,Blinkit,2025-03-10 12:29:30,38.0,Dairy,616.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020369,CUST5129,Swiggy Instamart,2025-03-10 01:29:30,49.0,Beverages,339.0,Wrong item delivered.,1.0,Yes,Yes
ORD020370,CUST3154,JioMart,2025-03-10 15:29:30,27.0,Dairy,245.0,Delivery person was rude.,2.0,No,Yes
ORD020372,CUST7445,JioMart,2025-03-10 20:29:30,24.0,Fruits & Vegetables,592.0,Excellent experience!,5.0,No,No
ORD020374,CUST5493,JioMart,2025-03-10 07:29:30,20.0,Grocery,1454.0,Wrong item delivered.,1.0,No,Yes
ORD020376,CUST7913,JioMart,2025-03-10 17:29:30,5.0,Grocery,462.0,Wrong item delivered.,1.0,No,Yes
ORD020378,CUST7131,JioMart,2025-03-10 12:29:30,49.0,Beverages,304.0,"Easy to order, loved it!",5.0,Yes,No
ORD020379,CUST3700,JioMart,2025-03-10 04:29:30,26.0,Fruits & Vegetables,222.0,"Very late delivery, not happy.",2.0,No,Yes
ORD020380,CUST5929,JioMart,2025-03-10 09:29:30,40.0,Personal Care,1563.0,Packaging could be better.,3.0,No,No
ORD020382,CUST7190,JioMart,2025-03-10 11:29:30,47.0,Fruits & Vegetables,398.0,Wrong item delivered.,1.0,Yes,Yes
ORD020384,CUST3065,Swiggy Instamart,2025-03-10 15:29:30,30.0,Snacks,237.0,"Very late delivery, not happy.",2.0,No,Yes
ORD020385,CUST2914,Blinkit,2025-03-10 16:29:30,24.0,Beverages,844.0,Delivery person was rude.,2.0,No,Yes
ORD020388,CUST8146,Swiggy Instamart,2025-03-10 10:29:30,27.0,Snacks,141.0,Wrong item delivered.,1.0,No,Yes
ORD020391,CUST6167,Swiggy Instamart,2025-03-10 12:29:30,32.0,Fruits & Vegetables,565.0,Packaging could be better.,3.0,No,No
ORD020394,CUST4018,Swiggy Instamart,2025-03-10 19:29:30,24.0,Snacks,387.0,Packaging could be better.,3.0,No,No
ORD020404,CUST5237,JioMart,2025-03-10 14:29:30,53.0,Snacks,100.0,Packaging could be better.,3.0,Yes,No
ORD020405,CUST9174,JioMart,2025-03-10 12:29:30,30.0,Snacks,131.0,Wrong item delivered.,1.0,No,Yes
ORD020406,CUST6034,Blinkit,2025-03-10 03:29:30,23.0,Dairy,228.0,Quick and reliable!,5.0,No,No
ORD020408,CUST7370,Swiggy Instamart,2025-03-10 09:29:30,53.0,Dairy,154.0,Quick and reliable!,5.0,Yes,No
ORD020410,CUST9866,JioMart,2025-03-10 20:29:30,40.0,Dairy,409.0,Very satisfied with the service.,5.0,No,No
ORD020411,CUST5727,JioMart,2025-03-10 17:29:30,34.0,Personal Care,1346.0,Excellent experience!,5.0,No,No
ORD020417,CUST3797,Swiggy Instamart,2025-03-10 20:29:30,35.0,Dairy,771.0,Packaging could be better.,3.0,No,No
ORD020418,CUST2579,Blinkit,2025-03-10 16:29:30,47.0,Snacks,331.0,Excellent experience!,5.0,Yes,No
ORD020419,CUST4797,Blinkit,2025-03-10 16:29:30,28.0,Beverages,802.0,Wrong item delivered.,1.0,No,Yes
ORD020422,CUST6120,JioMart,2025-03-10 12:29:30,32.0,Snacks,173.0,Items missing from order.,2.0,No,Yes
ORD020429,CUST6696,JioMart,2025-03-10 07:29:30,30.0,Fruits & Vegetables,697.0,"Very late delivery, not happy.",2.0,No,Yes
ORD020434,CUST1054,JioMart,2025-03-10 08:29:30,52.0,Dairy,667.0,Very satisfied with the service.,5.0,Yes,No
ORD020437,CUST3092,JioMart,2025-03-10 02:29:30,20.0,Grocery,1089.0,"Horrible experience, never ordering again.",1.0,No,Yes
ORD020438,CUST4028,Swiggy Instamart,2025-03-10 15:29:30,19.0,Personal Care,1293.0,Items missing from order.,2.0,No,Yes
ORD020439,CUST2497,Blinkit,2025-03-10 03:29:30,29.0,Personal Care,887.0,Very satisfied with the service.,5.0,No,No
ORD020441,CUST8738,Blinkit,2025-03-10 00:29:30,34.0,Grocery,1255.0,Excellent experience!,5.0,No,No
ORD020444,CUST8590,Swiggy Instamart,2025-03-10 11:29:30,15.0,Beverages,442.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020451,CUST5036,Swiggy Instamart,2025-03-10 13:29:30,18.0,Snacks,360.0,Items missing from order.,2.0,No,Yes
ORD020452,CUST6677,JioMart,2025-03-10 12:29:30,18.0,Personal Care,1023.0,Quick and reliable!,5.0,No,No
ORD020455,CUST6320,Swiggy Instamart,2025-03-10 06:29:30,24.0,Grocery,518.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020456,CUST3801,JioMart,2025-03-10 23:29:30,33.0,Snacks,111.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020457,CUST3964,Swiggy Instamart,2025-03-10 00:29:30,27.0,Dairy,786.0,Excellent experience!,5.0,No,No
ORD020459,CUST3790,JioMart,2025-03-10 22:29:30,37.0,Personal Care,1570.0,"Fast delivery, great service!",5.0,No,No
ORD020460,CUST6673,Swiggy Instamart,2025-03-10 16:29:30,20.0,Grocery,1463.0,Very satisfied with the service.,5.0,No,No
ORD020461,CUST3292,Blinkit,2025-03-10 00:29:30,22.0,Grocery,1241.0,Quick and reliable!,5.0,No,No
ORD020463,CUST2661,JioMart,2025-03-10 08:29:30,22.0,Grocery,927.0,Items missing from order.,2.0,No,Yes
ORD020467,CUST6368,JioMart,2025-03-10 11:29:30,36.0,Fruits & Vegetables,508.0,Wrong item delivered.,1.0,No,Yes
ORD020468,CUST9015,Swiggy Instamart,2025-03-10 02:29:30,23.0,Snacks,359.0,"Fast delivery, great service!",5.0,No,No
ORD020470,CUST2376,Blinkit,2025-03-10 07:29:30,38.0,Snacks,387.0,"Not fresh, disappointed.",2.0,No,Yes
ORD020475,CUST1855,Swiggy Instamart,2025-03-10 09:29:30,41.0,Grocery,402.0,"Easy to order, loved it!",5.0,Yes,No
ORD020477,CUST1772,JioMart,2025-03-10 00:29:30,27.0,Snacks,378.0,"Easy to order, loved it!",5.0,No,No
ORD020479,CUST6054,Swiggy Instamart,2025-03-10 06:29:30,18.0,Dairy,147.0,"Fast delivery, great service!",5.0,No,No
ORD020483,CUST8440,Blinkit,2025-03-10 17:29:30,30.0,Fruits & Vegetables,176.0,Quick and reliable!,5.0,No,No
ORD020484,CUST6034,Swiggy Instamart,2025-03-10 02:29:30,41.0,Dairy,463.0,Very satisfied with the service.,5.0,Yes,No
ORD020488,CUST6998,Blinkit,2025-03-10 03:29:30,30.0,Personal Care,1463.0,Wrong item delivered.,1.0,No,Yes
ORD020491,CUST3312,Blinkit,2025-03-10 04:29:30,20.0,Grocery,857.0,Items missing from order.,2.0,No,Yes
ORD020497,CUST8557,JioMart,2025-03-10 11:29:30,33.0,Beverages,708.0,Very satisfied with the service.,5.0,No,No
ORD020499,CUST6839,Swiggy Instamart,2025-03-10 12:29:30,45.0,Grocery,1049.0,"Horrible experience, never ordering again.",1.0,Yes,Yes
ORD020500,CUST5919,Blinkit,2025-03-10 07:29:30,25.0,Fruits & Vegetables,627.0,Good quality products.,4.0,No,No
ORD020501,CUST8527,Swiggy Instamart,2025-03-10 23:29:30,38.0,Snacks,466.0,"Fast delivery, great service!",5.0,No,No
ORD020503,CUST5259,Swiggy Instamart,2025-03-10 20:29:30,47.0,Dairy,658.0,"Horrible experience, never ordering again.",1.0,Yes,Yes
ORD020506,CUST1600,Swiggy Instamart,2025-03-10 03:29:30,21.0,Snacks,149.0,Packaging could be better.,3.0,No,No
ORD020507,CUST6461,Swiggy Instamart,2025-03-10 16:29:30,37.0,Fruits & Vegetables,138.0,Items missing from order.,2.0,No,Yes
ORD020508,CUST4790,JioMart,2025-03-10 13:29:30,36.0,Fruits & Vegetables,333.0,Good quality products.,4.0,No,No
ORD020509,CUST9000,Blinkit,2025-03-10 17:29:30,45.0,Personal Care,1519.0,Packaging could be better.,3.0,Yes,No
ORD020512,CUST1496,Blinkit,2025-03-10 20:29:30,19.0,Grocery,287.0,Quick and reliable!,5.0,No,No
ORD020513,CUST4641,Swiggy Instamart,2025-03-10 20:29:30,47.0,Beverages,130.0,"Fast delivery, great service!",5.0,Yes,No
ORD020515,CUST3044,JioMart,2025-03-10 05:29:30,32.0,Dairy,139.0,Excellent experience!,5.0,No,No
ORD020517,CUST4567,JioMart,2025-03-10 11:29:30,22.0,Grocery,406.0,Packaging could be better.,3.0,No,No
ORD020518,CUST7902,Swiggy Instamart,2025-03-10 22:29:30,32.0,Dairy,510.0,Good quality products.,4.0,No,No
ORD020519,CUST2362,Blinkit,2025-03-10 18:29:30,36.0,Grocery,253.0,Delivery person was rude.,2.0,No,Yes
